county,health_officer_region,age_cat,sex,race7,pop
Alameda,Bay Area,0-4,FEMALE,WhiteTE NH,2008
Alameda,Bay Area,0-4,FEMALE,WhiteTE NH,2128
Alameda,Bay Area,0-4,FEMALE,WhiteTE NH,2142
Alameda,Bay Area,0-4,FEMALE,WhiteTE NH,2057
Alameda,Bay Area,0-4,FEMALE,WhiteTE NH,1965
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,2017
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1835
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1840
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1911
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1935
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1864
Alameda,Bay Area,5-11,FEMALE,WhiteTE NH,1722
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1787
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1712
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1743
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1778
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1881
Alameda,Bay Area,12-17,FEMALE,WhiteTE NH,1830
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3013
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3314
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2837
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2246
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,1684
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,1758
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,1415
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,1905
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,1825
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2399
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2455
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3202
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3199
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3735
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3853
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,4221
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3955
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,4032
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,4001
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3837
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3744
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3760
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3695
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3480
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3646
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3756
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3343
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3200
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3067
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2981
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,3113
Alameda,Bay Area,18-49,FEMALE,WhiteTE NH,2903
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,2958
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3143
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3194
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3648
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3383
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3326
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3285
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3272
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3488
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3459
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3400
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3603
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3782
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3662
Alameda,Bay Area,50-64,FEMALE,WhiteTE NH,3518
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3378
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3386
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3237
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3300
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3204
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3115
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3159
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2835
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2837
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2653
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2835
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2909
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2315
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,2089
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1995
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1983
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1588
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1439
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1220
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1088
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,1047
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,977
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,819
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,793
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,605
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,590
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,523
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,515
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,328
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,268
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,268
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,209
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,154
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,46
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,48
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,16
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,5
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,4
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,39
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,22
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,13
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,7
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,9
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,5
Alameda,Bay Area,65+,FEMALE,WhiteTE NH,3
Alameda,Bay Area,0-4,FEMALE,Black NH,627
Alameda,Bay Area,0-4,FEMALE,Black NH,683
Alameda,Bay Area,0-4,FEMALE,Black NH,761
Alameda,Bay Area,0-4,FEMALE,Black NH,791
Alameda,Bay Area,0-4,FEMALE,Black NH,718
Alameda,Bay Area,5-11,FEMALE,Black NH,674
Alameda,Bay Area,5-11,FEMALE,Black NH,782
Alameda,Bay Area,5-11,FEMALE,Black NH,903
Alameda,Bay Area,5-11,FEMALE,Black NH,873
Alameda,Bay Area,5-11,FEMALE,Black NH,761
Alameda,Bay Area,5-11,FEMALE,Black NH,736
Alameda,Bay Area,5-11,FEMALE,Black NH,792
Alameda,Bay Area,12-17,FEMALE,Black NH,796
Alameda,Bay Area,12-17,FEMALE,Black NH,807
Alameda,Bay Area,12-17,FEMALE,Black NH,820
Alameda,Bay Area,12-17,FEMALE,Black NH,873
Alameda,Bay Area,12-17,FEMALE,Black NH,875
Alameda,Bay Area,12-17,FEMALE,Black NH,877
Alameda,Bay Area,18-49,FEMALE,Black NH,1048
Alameda,Bay Area,18-49,FEMALE,Black NH,1180
Alameda,Bay Area,18-49,FEMALE,Black NH,1266
Alameda,Bay Area,18-49,FEMALE,Black NH,910
Alameda,Bay Area,18-49,FEMALE,Black NH,642
Alameda,Bay Area,18-49,FEMALE,Black NH,737
Alameda,Bay Area,18-49,FEMALE,Black NH,893
Alameda,Bay Area,18-49,FEMALE,Black NH,958
Alameda,Bay Area,18-49,FEMALE,Black NH,921
Alameda,Bay Area,18-49,FEMALE,Black NH,920
Alameda,Bay Area,18-49,FEMALE,Black NH,1047
Alameda,Bay Area,18-49,FEMALE,Black NH,1222
Alameda,Bay Area,18-49,FEMALE,Black NH,1210
Alameda,Bay Area,18-49,FEMALE,Black NH,1407
Alameda,Bay Area,18-49,FEMALE,Black NH,1514
Alameda,Bay Area,18-49,FEMALE,Black NH,1419
Alameda,Bay Area,18-49,FEMALE,Black NH,1438
Alameda,Bay Area,18-49,FEMALE,Black NH,1304
Alameda,Bay Area,18-49,FEMALE,Black NH,1329
Alameda,Bay Area,18-49,FEMALE,Black NH,1219
Alameda,Bay Area,18-49,FEMALE,Black NH,1311
Alameda,Bay Area,18-49,FEMALE,Black NH,1302
Alameda,Bay Area,18-49,FEMALE,Black NH,1185
Alameda,Bay Area,18-49,FEMALE,Black NH,1211
Alameda,Bay Area,18-49,FEMALE,Black NH,1212
Alameda,Bay Area,18-49,FEMALE,Black NH,1247
Alameda,Bay Area,18-49,FEMALE,Black NH,1197
Alameda,Bay Area,18-49,FEMALE,Black NH,1233
Alameda,Bay Area,18-49,FEMALE,Black NH,1104
Alameda,Bay Area,18-49,FEMALE,Black NH,1090
Alameda,Bay Area,18-49,FEMALE,Black NH,1317
Alameda,Bay Area,18-49,FEMALE,Black NH,1015
Alameda,Bay Area,50-64,FEMALE,Black NH,1095
Alameda,Bay Area,50-64,FEMALE,Black NH,1097
Alameda,Bay Area,50-64,FEMALE,Black NH,1200
Alameda,Bay Area,50-64,FEMALE,Black NH,1250
Alameda,Bay Area,50-64,FEMALE,Black NH,1053
Alameda,Bay Area,50-64,FEMALE,Black NH,1080
Alameda,Bay Area,50-64,FEMALE,Black NH,1132
Alameda,Bay Area,50-64,FEMALE,Black NH,1253
Alameda,Bay Area,50-64,FEMALE,Black NH,1263
Alameda,Bay Area,50-64,FEMALE,Black NH,1149
Alameda,Bay Area,50-64,FEMALE,Black NH,1291
Alameda,Bay Area,50-64,FEMALE,Black NH,1192
Alameda,Bay Area,50-64,FEMALE,Black NH,1146
Alameda,Bay Area,50-64,FEMALE,Black NH,1104
Alameda,Bay Area,50-64,FEMALE,Black NH,1198
Alameda,Bay Area,65+,FEMALE,Black NH,1110
Alameda,Bay Area,65+,FEMALE,Black NH,1052
Alameda,Bay Area,65+,FEMALE,Black NH,1003
Alameda,Bay Area,65+,FEMALE,Black NH,1011
Alameda,Bay Area,65+,FEMALE,Black NH,1007
Alameda,Bay Area,65+,FEMALE,Black NH,922
Alameda,Bay Area,65+,FEMALE,Black NH,906
Alameda,Bay Area,65+,FEMALE,Black NH,880
Alameda,Bay Area,65+,FEMALE,Black NH,844
Alameda,Bay Area,65+,FEMALE,Black NH,678
Alameda,Bay Area,65+,FEMALE,Black NH,728
Alameda,Bay Area,65+,FEMALE,Black NH,668
Alameda,Bay Area,65+,FEMALE,Black NH,538
Alameda,Bay Area,65+,FEMALE,Black NH,520
Alameda,Bay Area,65+,FEMALE,Black NH,490
Alameda,Bay Area,65+,FEMALE,Black NH,457
Alameda,Bay Area,65+,FEMALE,Black NH,418
Alameda,Bay Area,65+,FEMALE,Black NH,380
Alameda,Bay Area,65+,FEMALE,Black NH,318
Alameda,Bay Area,65+,FEMALE,Black NH,318
Alameda,Bay Area,65+,FEMALE,Black NH,279
Alameda,Bay Area,65+,FEMALE,Black NH,249
Alameda,Bay Area,65+,FEMALE,Black NH,224
Alameda,Bay Area,65+,FEMALE,Black NH,184
Alameda,Bay Area,65+,FEMALE,Black NH,178
Alameda,Bay Area,65+,FEMALE,Black NH,148
Alameda,Bay Area,65+,FEMALE,Black NH,86
Alameda,Bay Area,65+,FEMALE,Black NH,110
Alameda,Bay Area,65+,FEMALE,Black NH,118
Alameda,Bay Area,65+,FEMALE,Black NH,80
Alameda,Bay Area,65+,FEMALE,Black NH,73
Alameda,Bay Area,65+,FEMALE,Black NH,27
Alameda,Bay Area,65+,FEMALE,Black NH,45
Alameda,Bay Area,65+,FEMALE,Black NH,20
Alameda,Bay Area,65+,FEMALE,Black NH,16
Alameda,Bay Area,65+,FEMALE,Black NH,4
Alameda,Bay Area,65+,FEMALE,Black NH,0
Alameda,Bay Area,65+,FEMALE,Black NH,4
Alameda,Bay Area,65+,FEMALE,Black NH,7
Alameda,Bay Area,65+,FEMALE,Black NH,17
Alameda,Bay Area,65+,FEMALE,Black NH,7
Alameda,Bay Area,65+,FEMALE,Black NH,4
Alameda,Bay Area,65+,FEMALE,Black NH,0
Alameda,Bay Area,65+,FEMALE,Black NH,4
Alameda,Bay Area,65+,FEMALE,Black NH,2
Alameda,Bay Area,65+,FEMALE,Black NH,4
Alameda,Bay Area,0-4,FEMALE,AIAN NH,19
Alameda,Bay Area,0-4,FEMALE,AIAN NH,25
Alameda,Bay Area,0-4,FEMALE,AIAN NH,24
Alameda,Bay Area,0-4,FEMALE,AIAN NH,23
Alameda,Bay Area,0-4,FEMALE,AIAN NH,26
Alameda,Bay Area,5-11,FEMALE,AIAN NH,38
Alameda,Bay Area,5-11,FEMALE,AIAN NH,31
Alameda,Bay Area,5-11,FEMALE,AIAN NH,27
Alameda,Bay Area,5-11,FEMALE,AIAN NH,27
Alameda,Bay Area,5-11,FEMALE,AIAN NH,28
Alameda,Bay Area,5-11,FEMALE,AIAN NH,24
Alameda,Bay Area,5-11,FEMALE,AIAN NH,43
Alameda,Bay Area,12-17,FEMALE,AIAN NH,41
Alameda,Bay Area,12-17,FEMALE,AIAN NH,48
Alameda,Bay Area,12-17,FEMALE,AIAN NH,37
Alameda,Bay Area,12-17,FEMALE,AIAN NH,24
Alameda,Bay Area,12-17,FEMALE,AIAN NH,27
Alameda,Bay Area,12-17,FEMALE,AIAN NH,21
Alameda,Bay Area,18-49,FEMALE,AIAN NH,22
Alameda,Bay Area,18-49,FEMALE,AIAN NH,27
Alameda,Bay Area,18-49,FEMALE,AIAN NH,22
Alameda,Bay Area,18-49,FEMALE,AIAN NH,27
Alameda,Bay Area,18-49,FEMALE,AIAN NH,37
Alameda,Bay Area,18-49,FEMALE,AIAN NH,36
Alameda,Bay Area,18-49,FEMALE,AIAN NH,28
Alameda,Bay Area,18-49,FEMALE,AIAN NH,22
Alameda,Bay Area,18-49,FEMALE,AIAN NH,15
Alameda,Bay Area,18-49,FEMALE,AIAN NH,20
Alameda,Bay Area,18-49,FEMALE,AIAN NH,22
Alameda,Bay Area,18-49,FEMALE,AIAN NH,23
Alameda,Bay Area,18-49,FEMALE,AIAN NH,43
Alameda,Bay Area,18-49,FEMALE,AIAN NH,39
Alameda,Bay Area,18-49,FEMALE,AIAN NH,31
Alameda,Bay Area,18-49,FEMALE,AIAN NH,36
Alameda,Bay Area,18-49,FEMALE,AIAN NH,39
Alameda,Bay Area,18-49,FEMALE,AIAN NH,15
Alameda,Bay Area,18-49,FEMALE,AIAN NH,45
Alameda,Bay Area,18-49,FEMALE,AIAN NH,22
Alameda,Bay Area,18-49,FEMALE,AIAN NH,54
Alameda,Bay Area,18-49,FEMALE,AIAN NH,34
Alameda,Bay Area,18-49,FEMALE,AIAN NH,35
Alameda,Bay Area,18-49,FEMALE,AIAN NH,25
Alameda,Bay Area,18-49,FEMALE,AIAN NH,32
Alameda,Bay Area,18-49,FEMALE,AIAN NH,27
Alameda,Bay Area,18-49,FEMALE,AIAN NH,45
Alameda,Bay Area,18-49,FEMALE,AIAN NH,40
Alameda,Bay Area,18-49,FEMALE,AIAN NH,19
Alameda,Bay Area,18-49,FEMALE,AIAN NH,17
Alameda,Bay Area,18-49,FEMALE,AIAN NH,25
Alameda,Bay Area,18-49,FEMALE,AIAN NH,21
Alameda,Bay Area,50-64,FEMALE,AIAN NH,51
Alameda,Bay Area,50-64,FEMALE,AIAN NH,30
Alameda,Bay Area,50-64,FEMALE,AIAN NH,29
Alameda,Bay Area,50-64,FEMALE,AIAN NH,30
Alameda,Bay Area,50-64,FEMALE,AIAN NH,32
Alameda,Bay Area,50-64,FEMALE,AIAN NH,28
Alameda,Bay Area,50-64,FEMALE,AIAN NH,28
Alameda,Bay Area,50-64,FEMALE,AIAN NH,31
Alameda,Bay Area,50-64,FEMALE,AIAN NH,50
Alameda,Bay Area,50-64,FEMALE,AIAN NH,22
Alameda,Bay Area,50-64,FEMALE,AIAN NH,64
Alameda,Bay Area,50-64,FEMALE,AIAN NH,59
Alameda,Bay Area,50-64,FEMALE,AIAN NH,29
Alameda,Bay Area,50-64,FEMALE,AIAN NH,49
Alameda,Bay Area,50-64,FEMALE,AIAN NH,26
Alameda,Bay Area,65+,FEMALE,AIAN NH,32
Alameda,Bay Area,65+,FEMALE,AIAN NH,11
Alameda,Bay Area,65+,FEMALE,AIAN NH,21
Alameda,Bay Area,65+,FEMALE,AIAN NH,26
Alameda,Bay Area,65+,FEMALE,AIAN NH,20
Alameda,Bay Area,65+,FEMALE,AIAN NH,23
Alameda,Bay Area,65+,FEMALE,AIAN NH,16
Alameda,Bay Area,65+,FEMALE,AIAN NH,19
Alameda,Bay Area,65+,FEMALE,AIAN NH,15
Alameda,Bay Area,65+,FEMALE,AIAN NH,15
Alameda,Bay Area,65+,FEMALE,AIAN NH,13
Alameda,Bay Area,65+,FEMALE,AIAN NH,19
Alameda,Bay Area,65+,FEMALE,AIAN NH,12
Alameda,Bay Area,65+,FEMALE,AIAN NH,13
Alameda,Bay Area,65+,FEMALE,AIAN NH,11
Alameda,Bay Area,65+,FEMALE,AIAN NH,9
Alameda,Bay Area,65+,FEMALE,AIAN NH,9
Alameda,Bay Area,65+,FEMALE,AIAN NH,12
Alameda,Bay Area,65+,FEMALE,AIAN NH,12
Alameda,Bay Area,65+,FEMALE,AIAN NH,1
Alameda,Bay Area,65+,FEMALE,AIAN NH,6
Alameda,Bay Area,65+,FEMALE,AIAN NH,3
Alameda,Bay Area,65+,FEMALE,AIAN NH,2
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,10
Alameda,Bay Area,65+,FEMALE,AIAN NH,9
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,2
Alameda,Bay Area,65+,FEMALE,AIAN NH,1
Alameda,Bay Area,65+,FEMALE,AIAN NH,1
Alameda,Bay Area,65+,FEMALE,AIAN NH,4
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,4
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,65+,FEMALE,AIAN NH,0
Alameda,Bay Area,0-4,FEMALE,Asian NH,2334
Alameda,Bay Area,0-4,FEMALE,Asian NH,2458
Alameda,Bay Area,0-4,FEMALE,Asian NH,2437
Alameda,Bay Area,0-4,FEMALE,Asian NH,2598
Alameda,Bay Area,0-4,FEMALE,Asian NH,2716
Alameda,Bay Area,5-11,FEMALE,Asian NH,2891
Alameda,Bay Area,5-11,FEMALE,Asian NH,3251
Alameda,Bay Area,5-11,FEMALE,Asian NH,3297
Alameda,Bay Area,5-11,FEMALE,Asian NH,3303
Alameda,Bay Area,5-11,FEMALE,Asian NH,3104
Alameda,Bay Area,5-11,FEMALE,Asian NH,3086
Alameda,Bay Area,5-11,FEMALE,Asian NH,3061
Alameda,Bay Area,12-17,FEMALE,Asian NH,2937
Alameda,Bay Area,12-17,FEMALE,Asian NH,3006
Alameda,Bay Area,12-17,FEMALE,Asian NH,3012
Alameda,Bay Area,12-17,FEMALE,Asian NH,2986
Alameda,Bay Area,12-17,FEMALE,Asian NH,2890
Alameda,Bay Area,12-17,FEMALE,Asian NH,2713
Alameda,Bay Area,18-49,FEMALE,Asian NH,4679
Alameda,Bay Area,18-49,FEMALE,Asian NH,4605
Alameda,Bay Area,18-49,FEMALE,Asian NH,4041
Alameda,Bay Area,18-49,FEMALE,Asian NH,2526
Alameda,Bay Area,18-49,FEMALE,Asian NH,2424
Alameda,Bay Area,18-49,FEMALE,Asian NH,1844
Alameda,Bay Area,18-49,FEMALE,Asian NH,2072
Alameda,Bay Area,18-49,FEMALE,Asian NH,2179
Alameda,Bay Area,18-49,FEMALE,Asian NH,2108
Alameda,Bay Area,18-49,FEMALE,Asian NH,2556
Alameda,Bay Area,18-49,FEMALE,Asian NH,3430
Alameda,Bay Area,18-49,FEMALE,Asian NH,3944
Alameda,Bay Area,18-49,FEMALE,Asian NH,4075
Alameda,Bay Area,18-49,FEMALE,Asian NH,4361
Alameda,Bay Area,18-49,FEMALE,Asian NH,5136
Alameda,Bay Area,18-49,FEMALE,Asian NH,5516
Alameda,Bay Area,18-49,FEMALE,Asian NH,6004
Alameda,Bay Area,18-49,FEMALE,Asian NH,5635
Alameda,Bay Area,18-49,FEMALE,Asian NH,5642
Alameda,Bay Area,18-49,FEMALE,Asian NH,5473
Alameda,Bay Area,18-49,FEMALE,Asian NH,5836
Alameda,Bay Area,18-49,FEMALE,Asian NH,5550
Alameda,Bay Area,18-49,FEMALE,Asian NH,5810
Alameda,Bay Area,18-49,FEMALE,Asian NH,5529
Alameda,Bay Area,18-49,FEMALE,Asian NH,5370
Alameda,Bay Area,18-49,FEMALE,Asian NH,5393
Alameda,Bay Area,18-49,FEMALE,Asian NH,4857
Alameda,Bay Area,18-49,FEMALE,Asian NH,4798
Alameda,Bay Area,18-49,FEMALE,Asian NH,4545
Alameda,Bay Area,18-49,FEMALE,Asian NH,4414
Alameda,Bay Area,18-49,FEMALE,Asian NH,4568
Alameda,Bay Area,18-49,FEMALE,Asian NH,4457
Alameda,Bay Area,50-64,FEMALE,Asian NH,4124
Alameda,Bay Area,50-64,FEMALE,Asian NH,4163
Alameda,Bay Area,50-64,FEMALE,Asian NH,3931
Alameda,Bay Area,50-64,FEMALE,Asian NH,3857
Alameda,Bay Area,50-64,FEMALE,Asian NH,3869
Alameda,Bay Area,50-64,FEMALE,Asian NH,3666
Alameda,Bay Area,50-64,FEMALE,Asian NH,3635
Alameda,Bay Area,50-64,FEMALE,Asian NH,3464
Alameda,Bay Area,50-64,FEMALE,Asian NH,3446
Alameda,Bay Area,50-64,FEMALE,Asian NH,3603
Alameda,Bay Area,50-64,FEMALE,Asian NH,3679
Alameda,Bay Area,50-64,FEMALE,Asian NH,3278
Alameda,Bay Area,50-64,FEMALE,Asian NH,3426
Alameda,Bay Area,50-64,FEMALE,Asian NH,3326
Alameda,Bay Area,50-64,FEMALE,Asian NH,3482
Alameda,Bay Area,65+,FEMALE,Asian NH,3208
Alameda,Bay Area,65+,FEMALE,Asian NH,2950
Alameda,Bay Area,65+,FEMALE,Asian NH,2893
Alameda,Bay Area,65+,FEMALE,Asian NH,2810
Alameda,Bay Area,65+,FEMALE,Asian NH,2925
Alameda,Bay Area,65+,FEMALE,Asian NH,2975
Alameda,Bay Area,65+,FEMALE,Asian NH,2694
Alameda,Bay Area,65+,FEMALE,Asian NH,2639
Alameda,Bay Area,65+,FEMALE,Asian NH,2486
Alameda,Bay Area,65+,FEMALE,Asian NH,2408
Alameda,Bay Area,65+,FEMALE,Asian NH,2096
Alameda,Bay Area,65+,FEMALE,Asian NH,2118
Alameda,Bay Area,65+,FEMALE,Asian NH,1612
Alameda,Bay Area,65+,FEMALE,Asian NH,1543
Alameda,Bay Area,65+,FEMALE,Asian NH,1323
Alameda,Bay Area,65+,FEMALE,Asian NH,1243
Alameda,Bay Area,65+,FEMALE,Asian NH,1079
Alameda,Bay Area,65+,FEMALE,Asian NH,1140
Alameda,Bay Area,65+,FEMALE,Asian NH,1004
Alameda,Bay Area,65+,FEMALE,Asian NH,960
Alameda,Bay Area,65+,FEMALE,Asian NH,986
Alameda,Bay Area,65+,FEMALE,Asian NH,894
Alameda,Bay Area,65+,FEMALE,Asian NH,775
Alameda,Bay Area,65+,FEMALE,Asian NH,695
Alameda,Bay Area,65+,FEMALE,Asian NH,593
Alameda,Bay Area,65+,FEMALE,Asian NH,468
Alameda,Bay Area,65+,FEMALE,Asian NH,480
Alameda,Bay Area,65+,FEMALE,Asian NH,454
Alameda,Bay Area,65+,FEMALE,Asian NH,341
Alameda,Bay Area,65+,FEMALE,Asian NH,268
Alameda,Bay Area,65+,FEMALE,Asian NH,218
Alameda,Bay Area,65+,FEMALE,Asian NH,172
Alameda,Bay Area,65+,FEMALE,Asian NH,108
Alameda,Bay Area,65+,FEMALE,Asian NH,129
Alameda,Bay Area,65+,FEMALE,Asian NH,61
Alameda,Bay Area,65+,FEMALE,Asian NH,42
Alameda,Bay Area,65+,FEMALE,Asian NH,10
Alameda,Bay Area,65+,FEMALE,Asian NH,14
Alameda,Bay Area,65+,FEMALE,Asian NH,13
Alameda,Bay Area,65+,FEMALE,Asian NH,28
Alameda,Bay Area,65+,FEMALE,Asian NH,11
Alameda,Bay Area,65+,FEMALE,Asian NH,5
Alameda,Bay Area,65+,FEMALE,Asian NH,6
Alameda,Bay Area,65+,FEMALE,Asian NH,2
Alameda,Bay Area,65+,FEMALE,Asian NH,0
Alameda,Bay Area,65+,FEMALE,Asian NH,0
Alameda,Bay Area,0-4,FEMALE,NHPI NH,30
Alameda,Bay Area,0-4,FEMALE,NHPI NH,74
Alameda,Bay Area,0-4,FEMALE,NHPI NH,51
Alameda,Bay Area,0-4,FEMALE,NHPI NH,75
Alameda,Bay Area,0-4,FEMALE,NHPI NH,74
Alameda,Bay Area,5-11,FEMALE,NHPI NH,79
Alameda,Bay Area,5-11,FEMALE,NHPI NH,80
Alameda,Bay Area,5-11,FEMALE,NHPI NH,65
Alameda,Bay Area,5-11,FEMALE,NHPI NH,92
Alameda,Bay Area,5-11,FEMALE,NHPI NH,92
Alameda,Bay Area,5-11,FEMALE,NHPI NH,78
Alameda,Bay Area,5-11,FEMALE,NHPI NH,78
Alameda,Bay Area,12-17,FEMALE,NHPI NH,66
Alameda,Bay Area,12-17,FEMALE,NHPI NH,60
Alameda,Bay Area,12-17,FEMALE,NHPI NH,71
Alameda,Bay Area,12-17,FEMALE,NHPI NH,80
Alameda,Bay Area,12-17,FEMALE,NHPI NH,88
Alameda,Bay Area,12-17,FEMALE,NHPI NH,88
Alameda,Bay Area,18-49,FEMALE,NHPI NH,141
Alameda,Bay Area,18-49,FEMALE,NHPI NH,100
Alameda,Bay Area,18-49,FEMALE,NHPI NH,140
Alameda,Bay Area,18-49,FEMALE,NHPI NH,84
Alameda,Bay Area,18-49,FEMALE,NHPI NH,54
Alameda,Bay Area,18-49,FEMALE,NHPI NH,47
