county,health_officer_region,age_cat,sex,race7,pop
Merced,Central California,5-11,FEMALE,WhiteTE NH,291
Merced,Central California,5-11,FEMALE,WhiteTE NH,286
Merced,Central California,5-11,FEMALE,WhiteTE NH,323
Merced,Central California,5-11,FEMALE,WhiteTE NH,329
Merced,Central California,12-17,FEMALE,WhiteTE NH,323
Merced,Central California,12-17,FEMALE,WhiteTE NH,335
Merced,Central California,12-17,FEMALE,WhiteTE NH,325
Merced,Central California,12-17,FEMALE,WhiteTE NH,334
Merced,Central California,12-17,FEMALE,WhiteTE NH,320
Merced,Central California,12-17,FEMALE,WhiteTE NH,325
Merced,Central California,18-49,FEMALE,WhiteTE NH,484
Merced,Central California,18-49,FEMALE,WhiteTE NH,501
Merced,Central California,18-49,FEMALE,WhiteTE NH,452
Merced,Central California,18-49,FEMALE,WhiteTE NH,342
Merced,Central California,18-49,FEMALE,WhiteTE NH,285
Merced,Central California,18-49,FEMALE,WhiteTE NH,275
Merced,Central California,18-49,FEMALE,WhiteTE NH,162
Merced,Central California,18-49,FEMALE,WhiteTE NH,209
Merced,Central California,18-49,FEMALE,WhiteTE NH,276
Merced,Central California,18-49,FEMALE,WhiteTE NH,292
Merced,Central California,18-49,FEMALE,WhiteTE NH,317
Merced,Central California,18-49,FEMALE,WhiteTE NH,351
Merced,Central California,18-49,FEMALE,WhiteTE NH,323
Merced,Central California,18-49,FEMALE,WhiteTE NH,333
Merced,Central California,18-49,FEMALE,WhiteTE NH,404
Merced,Central California,18-49,FEMALE,WhiteTE NH,431
Merced,Central California,18-49,FEMALE,WhiteTE NH,397
Merced,Central California,18-49,FEMALE,WhiteTE NH,387
Merced,Central California,18-49,FEMALE,WhiteTE NH,365
Merced,Central California,18-49,FEMALE,WhiteTE NH,356
Merced,Central California,18-49,FEMALE,WhiteTE NH,339
Merced,Central California,18-49,FEMALE,WhiteTE NH,409
Merced,Central California,18-49,FEMALE,WhiteTE NH,368
Merced,Central California,18-49,FEMALE,WhiteTE NH,369
Merced,Central California,18-49,FEMALE,WhiteTE NH,366
Merced,Central California,18-49,FEMALE,WhiteTE NH,361
Merced,Central California,18-49,FEMALE,WhiteTE NH,362
Merced,Central California,18-49,FEMALE,WhiteTE NH,294
Merced,Central California,18-49,FEMALE,WhiteTE NH,304
Merced,Central California,18-49,FEMALE,WhiteTE NH,290
Merced,Central California,18-49,FEMALE,WhiteTE NH,337
Merced,Central California,18-49,FEMALE,WhiteTE NH,301
Merced,Central California,50-64,FEMALE,WhiteTE NH,316
Merced,Central California,50-64,FEMALE,WhiteTE NH,324
Merced,Central California,50-64,FEMALE,WhiteTE NH,396
Merced,Central California,50-64,FEMALE,WhiteTE NH,391
Merced,Central California,50-64,FEMALE,WhiteTE NH,395
Merced,Central California,50-64,FEMALE,WhiteTE NH,380
Merced,Central California,50-64,FEMALE,WhiteTE NH,394
Merced,Central California,50-64,FEMALE,WhiteTE NH,374
Merced,Central California,50-64,FEMALE,WhiteTE NH,440
Merced,Central California,50-64,FEMALE,WhiteTE NH,499
Merced,Central California,50-64,FEMALE,WhiteTE NH,472
Merced,Central California,50-64,FEMALE,WhiteTE NH,502
Merced,Central California,50-64,FEMALE,WhiteTE NH,480
Merced,Central California,50-64,FEMALE,WhiteTE NH,419
Merced,Central California,50-64,FEMALE,WhiteTE NH,403
Merced,Central California,65+,FEMALE,WhiteTE NH,470
Merced,Central California,65+,FEMALE,WhiteTE NH,502
Merced,Central California,65+,FEMALE,WhiteTE NH,442
Merced,Central California,65+,FEMALE,WhiteTE NH,410
Merced,Central California,65+,FEMALE,WhiteTE NH,449
Merced,Central California,65+,FEMALE,WhiteTE NH,392
Merced,Central California,65+,FEMALE,WhiteTE NH,387
Merced,Central California,65+,FEMALE,WhiteTE NH,377
Merced,Central California,65+,FEMALE,WhiteTE NH,339
Merced,Central California,65+,FEMALE,WhiteTE NH,321
Merced,Central California,65+,FEMALE,WhiteTE NH,330
Merced,Central California,65+,FEMALE,WhiteTE NH,391
Merced,Central California,65+,FEMALE,WhiteTE NH,282
Merced,Central California,65+,FEMALE,WhiteTE NH,276
Merced,Central California,65+,FEMALE,WhiteTE NH,238
Merced,Central California,65+,FEMALE,WhiteTE NH,200
Merced,Central California,65+,FEMALE,WhiteTE NH,207
Merced,Central California,65+,FEMALE,WhiteTE NH,199
Merced,Central California,65+,FEMALE,WhiteTE NH,158
Merced,Central California,65+,FEMALE,WhiteTE NH,147
Merced,Central California,65+,FEMALE,WhiteTE NH,135
Merced,Central California,65+,FEMALE,WhiteTE NH,123
Merced,Central California,65+,FEMALE,WhiteTE NH,113
Merced,Central California,65+,FEMALE,WhiteTE NH,86
Merced,Central California,65+,FEMALE,WhiteTE NH,75
Merced,Central California,65+,FEMALE,WhiteTE NH,60
Merced,Central California,65+,FEMALE,WhiteTE NH,24
Merced,Central California,65+,FEMALE,WhiteTE NH,27
Merced,Central California,65+,FEMALE,WhiteTE NH,27
Merced,Central California,65+,FEMALE,WhiteTE NH,16
Merced,Central California,65+,FEMALE,WhiteTE NH,4
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,2
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,65+,FEMALE,WhiteTE NH,1
Merced,Central California,65+,FEMALE,WhiteTE NH,1
Merced,Central California,65+,FEMALE,WhiteTE NH,0
Merced,Central California,0-4,FEMALE,Black NH,58
Merced,Central California,0-4,FEMALE,Black NH,44
Merced,Central California,0-4,FEMALE,Black NH,47
Merced,Central California,0-4,FEMALE,Black NH,44
Merced,Central California,0-4,FEMALE,Black NH,29
Merced,Central California,5-11,FEMALE,Black NH,35
Merced,Central California,5-11,FEMALE,Black NH,35
Merced,Central California,5-11,FEMALE,Black NH,47
Merced,Central California,5-11,FEMALE,Black NH,49
Merced,Central California,5-11,FEMALE,Black NH,38
Merced,Central California,5-11,FEMALE,Black NH,49
Merced,Central California,5-11,FEMALE,Black NH,49
Merced,Central California,12-17,FEMALE,Black NH,52
Merced,Central California,12-17,FEMALE,Black NH,65
Merced,Central California,12-17,FEMALE,Black NH,82
Merced,Central California,12-17,FEMALE,Black NH,67
Merced,Central California,12-17,FEMALE,Black NH,52
Merced,Central California,12-17,FEMALE,Black NH,51
Merced,Central California,18-49,FEMALE,Black NH,76
Merced,Central California,18-49,FEMALE,Black NH,73
Merced,Central California,18-49,FEMALE,Black NH,69
Merced,Central California,18-49,FEMALE,Black NH,34
Merced,Central California,18-49,FEMALE,Black NH,28
Merced,Central California,18-49,FEMALE,Black NH,19
Merced,Central California,18-49,FEMALE,Black NH,21
Merced,Central California,18-49,FEMALE,Black NH,31
Merced,Central California,18-49,FEMALE,Black NH,47
Merced,Central California,18-49,FEMALE,Black NH,38
Merced,Central California,18-49,FEMALE,Black NH,47
Merced,Central California,18-49,FEMALE,Black NH,39
Merced,Central California,18-49,FEMALE,Black NH,51
Merced,Central California,18-49,FEMALE,Black NH,50
Merced,Central California,18-49,FEMALE,Black NH,58
Merced,Central California,18-49,FEMALE,Black NH,51
Merced,Central California,18-49,FEMALE,Black NH,33
Merced,Central California,18-49,FEMALE,Black NH,49
Merced,Central California,18-49,FEMALE,Black NH,61
Merced,Central California,18-49,FEMALE,Black NH,64
Merced,Central California,18-49,FEMALE,Black NH,51
Merced,Central California,18-49,FEMALE,Black NH,27
Merced,Central California,18-49,FEMALE,Black NH,37
Merced,Central California,18-49,FEMALE,Black NH,39
Merced,Central California,18-49,FEMALE,Black NH,35
Merced,Central California,18-49,FEMALE,Black NH,33
Merced,Central California,18-49,FEMALE,Black NH,34
Merced,Central California,18-49,FEMALE,Black NH,38
Merced,Central California,18-49,FEMALE,Black NH,35
Merced,Central California,18-49,FEMALE,Black NH,32
Merced,Central California,18-49,FEMALE,Black NH,38
Merced,Central California,18-49,FEMALE,Black NH,38
Merced,Central California,50-64,FEMALE,Black NH,17
Merced,Central California,50-64,FEMALE,Black NH,37
Merced,Central California,50-64,FEMALE,Black NH,46
Merced,Central California,50-64,FEMALE,Black NH,31
Merced,Central California,50-64,FEMALE,Black NH,27
Merced,Central California,50-64,FEMALE,Black NH,36
Merced,Central California,50-64,FEMALE,Black NH,31
Merced,Central California,50-64,FEMALE,Black NH,48
Merced,Central California,50-64,FEMALE,Black NH,38
Merced,Central California,50-64,FEMALE,Black NH,28
Merced,Central California,50-64,FEMALE,Black NH,50
Merced,Central California,50-64,FEMALE,Black NH,42
Merced,Central California,50-64,FEMALE,Black NH,63
Merced,Central California,50-64,FEMALE,Black NH,61
Merced,Central California,50-64,FEMALE,Black NH,44
Merced,Central California,65+,FEMALE,Black NH,50
Merced,Central California,65+,FEMALE,Black NH,39
Merced,Central California,65+,FEMALE,Black NH,27
Merced,Central California,65+,FEMALE,Black NH,39
Merced,Central California,65+,FEMALE,Black NH,30
Merced,Central California,65+,FEMALE,Black NH,37
Merced,Central California,65+,FEMALE,Black NH,27
Merced,Central California,65+,FEMALE,Black NH,35
Merced,Central California,65+,FEMALE,Black NH,28
Merced,Central California,65+,FEMALE,Black NH,31
Merced,Central California,65+,FEMALE,Black NH,22
Merced,Central California,65+,FEMALE,Black NH,23
Merced,Central California,65+,FEMALE,Black NH,18
Merced,Central California,65+,FEMALE,Black NH,20
Merced,Central California,65+,FEMALE,Black NH,15
Merced,Central California,65+,FEMALE,Black NH,12
Merced,Central California,65+,FEMALE,Black NH,7
Merced,Central California,65+,FEMALE,Black NH,22
Merced,Central California,65+,FEMALE,Black NH,10
Merced,Central California,65+,FEMALE,Black NH,13
Merced,Central California,65+,FEMALE,Black NH,7
Merced,Central California,65+,FEMALE,Black NH,14
Merced,Central California,65+,FEMALE,Black NH,8
Merced,Central California,65+,FEMALE,Black NH,7
Merced,Central California,65+,FEMALE,Black NH,6
Merced,Central California,65+,FEMALE,Black NH,9
Merced,Central California,65+,FEMALE,Black NH,4
Merced,Central California,65+,FEMALE,Black NH,2
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,2
Merced,Central California,65+,FEMALE,Black NH,3
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,1
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,65+,FEMALE,Black NH,0
Merced,Central California,0-4,FEMALE,AIAN NH,1
Merced,Central California,0-4,FEMALE,AIAN NH,6
Merced,Central California,0-4,FEMALE,AIAN NH,10
Merced,Central California,0-4,FEMALE,AIAN NH,4
Merced,Central California,0-4,FEMALE,AIAN NH,4
Merced,Central California,5-11,FEMALE,AIAN NH,3
Merced,Central California,5-11,FEMALE,AIAN NH,2
Merced,Central California,5-11,FEMALE,AIAN NH,7
Merced,Central California,5-11,FEMALE,AIAN NH,4
Merced,Central California,5-11,FEMALE,AIAN NH,6
Merced,Central California,5-11,FEMALE,AIAN NH,9
Merced,Central California,5-11,FEMALE,AIAN NH,4
Merced,Central California,12-17,FEMALE,AIAN NH,4
Merced,Central California,12-17,FEMALE,AIAN NH,12
Merced,Central California,12-17,FEMALE,AIAN NH,8
Merced,Central California,12-17,FEMALE,AIAN NH,6
Merced,Central California,12-17,FEMALE,AIAN NH,5
Merced,Central California,12-17,FEMALE,AIAN NH,6
Merced,Central California,18-49,FEMALE,AIAN NH,11
Merced,Central California,18-49,FEMALE,AIAN NH,9
Merced,Central California,18-49,FEMALE,AIAN NH,12
Merced,Central California,18-49,FEMALE,AIAN NH,3
Merced,Central California,18-49,FEMALE,AIAN NH,4
Merced,Central California,18-49,FEMALE,AIAN NH,6
Merced,Central California,18-49,FEMALE,AIAN NH,3
Merced,Central California,18-49,FEMALE,AIAN NH,5
Merced,Central California,18-49,FEMALE,AIAN NH,2
Merced,Central California,18-49,FEMALE,AIAN NH,3
Merced,Central California,18-49,FEMALE,AIAN NH,13
Merced,Central California,18-49,FEMALE,AIAN NH,19
Merced,Central California,18-49,FEMALE,AIAN NH,9
Merced,Central California,18-49,FEMALE,AIAN NH,3
Merced,Central California,18-49,FEMALE,AIAN NH,20
Merced,Central California,18-49,FEMALE,AIAN NH,14
Merced,Central California,18-49,FEMALE,AIAN NH,28
Merced,Central California,18-49,FEMALE,AIAN NH,13
Merced,Central California,18-49,FEMALE,AIAN NH,6
Merced,Central California,18-49,FEMALE,AIAN NH,7
Merced,Central California,18-49,FEMALE,AIAN NH,10
Merced,Central California,18-49,FEMALE,AIAN NH,5
Merced,Central California,18-49,FEMALE,AIAN NH,7
Merced,Central California,18-49,FEMALE,AIAN NH,5
Merced,Central California,18-49,FEMALE,AIAN NH,7
Merced,Central California,18-49,FEMALE,AIAN NH,8
Merced,Central California,18-49,FEMALE,AIAN NH,6
Merced,Central California,18-49,FEMALE,AIAN NH,7
Merced,Central California,18-49,FEMALE,AIAN NH,4
Merced,Central California,18-49,FEMALE,AIAN NH,4
Merced,Central California,18-49,FEMALE,AIAN NH,2
Merced,Central California,18-49,FEMALE,AIAN NH,5
Merced,Central California,50-64,FEMALE,AIAN NH,4
Merced,Central California,50-64,FEMALE,AIAN NH,6
Merced,Central California,50-64,FEMALE,AIAN NH,8
Merced,Central California,50-64,FEMALE,AIAN NH,6
Merced,Central California,50-64,FEMALE,AIAN NH,5
Merced,Central California,50-64,FEMALE,AIAN NH,5
Merced,Central California,50-64,FEMALE,AIAN NH,9
Merced,Central California,50-64,FEMALE,AIAN NH,9
Merced,Central California,50-64,FEMALE,AIAN NH,8
Merced,Central California,50-64,FEMALE,AIAN NH,8
Merced,Central California,50-64,FEMALE,AIAN NH,13
Merced,Central California,50-64,FEMALE,AIAN NH,15
Merced,Central California,50-64,FEMALE,AIAN NH,15
Merced,Central California,50-64,FEMALE,AIAN NH,13
Merced,Central California,50-64,FEMALE,AIAN NH,9
Merced,Central California,65+,FEMALE,AIAN NH,9
Merced,Central California,65+,FEMALE,AIAN NH,6
Merced,Central California,65+,FEMALE,AIAN NH,6
Merced,Central California,65+,FEMALE,AIAN NH,4
Merced,Central California,65+,FEMALE,AIAN NH,6
Merced,Central California,65+,FEMALE,AIAN NH,3
Merced,Central California,65+,FEMALE,AIAN NH,1
Merced,Central California,65+,FEMALE,AIAN NH,4
Merced,Central California,65+,FEMALE,AIAN NH,5
Merced,Central California,65+,FEMALE,AIAN NH,6
Merced,Central California,65+,FEMALE,AIAN NH,7
Merced,Central California,65+,FEMALE,AIAN NH,3
Merced,Central California,65+,FEMALE,AIAN NH,5
Merced,Central California,65+,FEMALE,AIAN NH,3
Merced,Central California,65+,FEMALE,AIAN NH,4
Merced,Central California,65+,FEMALE,AIAN NH,2
Merced,Central California,65+,FEMALE,AIAN NH,3
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,2
Merced,Central California,65+,FEMALE,AIAN NH,2
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,1
Merced,Central California,65+,FEMALE,AIAN NH,2
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,65+,FEMALE,AIAN NH,0
Merced,Central California,0-4,FEMALE,Asian NH,93
Merced,Central California,0-4,FEMALE,Asian NH,101
Merced,Central California,0-4,FEMALE,Asian NH,103
Merced,Central California,0-4,FEMALE,Asian NH,105
Merced,Central California,0-4,FEMALE,Asian NH,87
Merced,Central California,5-11,FEMALE,Asian NH,108
Merced,Central California,5-11,FEMALE,Asian NH,110
Merced,Central California,5-11,FEMALE,Asian NH,107
Merced,Central California,5-11,FEMALE,Asian NH,99
Merced,Central California,5-11,FEMALE,Asian NH,139
Merced,Central California,5-11,FEMALE,Asian NH,126
Merced,Central California,5-11,FEMALE,Asian NH,135
Merced,Central California,12-17,FEMALE,Asian NH,123
Merced,Central California,12-17,FEMALE,Asian NH,113
Merced,Central California,12-17,FEMALE,Asian NH,111
Merced,Central California,12-17,FEMALE,Asian NH,117
Merced,Central California,12-17,FEMALE,Asian NH,118
Merced,Central California,12-17,FEMALE,Asian NH,138
Merced,Central California,18-49,FEMALE,Asian NH,262
Merced,Central California,18-49,FEMALE,Asian NH,265
Merced,Central California,18-49,FEMALE,Asian NH,223
Merced,Central California,18-49,FEMALE,Asian NH,180
Merced,Central California,18-49,FEMALE,Asian NH,146
Merced,Central California,18-49,FEMALE,Asian NH,66
Merced,Central California,18-49,FEMALE,Asian NH,71
Merced,Central California,18-49,FEMALE,Asian NH,88
Merced,Central California,18-49,FEMALE,Asian NH,92
Merced,Central California,18-49,FEMALE,Asian NH,108
Merced,Central California,18-49,FEMALE,Asian NH,141
Merced,Central California,18-49,FEMALE,Asian NH,163
Merced,Central California,18-49,FEMALE,Asian NH,170
Merced,Central California,18-49,FEMALE,Asian NH,140
Merced,Central California,18-49,FEMALE,Asian NH,165
Merced,Central California,18-49,FEMALE,Asian NH,189
Merced,Central California,18-49,FEMALE,Asian NH,177
Merced,Central California,18-49,FEMALE,Asian NH,154
Merced,Central California,18-49,FEMALE,Asian NH,132
Merced,Central California,18-49,FEMALE,Asian NH,125
Merced,Central California,18-49,FEMALE,Asian NH,125
Merced,Central California,18-49,FEMALE,Asian NH,129
Merced,Central California,18-49,FEMALE,Asian NH,134
Merced,Central California,18-49,FEMALE,Asian NH,106
Merced,Central California,18-49,FEMALE,Asian NH,143
Merced,Central California,18-49,FEMALE,Asian NH,94
Merced,Central California,18-49,FEMALE,Asian NH,90
Merced,Central California,18-49,FEMALE,Asian NH,83
Merced,Central California,18-49,FEMALE,Asian NH,83
Merced,Central California,18-49,FEMALE,Asian NH,83
Merced,Central California,18-49,FEMALE,Asian NH,99
Merced,Central California,18-49,FEMALE,Asian NH,103
Merced,Central California,50-64,FEMALE,Asian NH,100
Merced,Central California,50-64,FEMALE,Asian NH,92
Merced,Central California,50-64,FEMALE,Asian NH,101
Merced,Central California,50-64,FEMALE,Asian NH,100
Merced,Central California,50-64,FEMALE,Asian NH,76
Merced,Central California,50-64,FEMALE,Asian NH,102
Merced,Central California,50-64,FEMALE,Asian NH,92
Merced,Central California,50-64,FEMALE,Asian NH,108
Merced,Central California,50-64,FEMALE,Asian NH,113
Merced,Central California,50-64,FEMALE,Asian NH,89
Merced,Central California,50-64,FEMALE,Asian NH,94
Merced,Central California,50-64,FEMALE,Asian NH,77
Merced,Central California,50-64,FEMALE,Asian NH,83
Merced,Central California,50-64,FEMALE,Asian NH,83
Merced,Central California,50-64,FEMALE,Asian NH,69
Merced,Central California,65+,FEMALE,Asian NH,71
Merced,Central California,65+,FEMALE,Asian NH,66
Merced,Central California,65+,FEMALE,Asian NH,91
Merced,Central California,65+,FEMALE,Asian NH,105
Merced,Central California,65+,FEMALE,Asian NH,75
Merced,Central California,65+,FEMALE,Asian NH,100
Merced,Central California,65+,FEMALE,Asian NH,81
Merced,Central California,65+,FEMALE,Asian NH,48
Merced,Central California,65+,FEMALE,Asian NH,70
Merced,Central California,65+,FEMALE,Asian NH,56
Merced,Central California,65+,FEMALE,Asian NH,70
Merced,Central California,65+,FEMALE,Asian NH,61
Merced,Central California,65+,FEMALE,Asian NH,43
Merced,Central California,65+,FEMALE,Asian NH,41
Merced,Central California,65+,FEMALE,Asian NH,41
Merced,Central California,65+,FEMALE,Asian NH,37
Merced,Central California,65+,FEMALE,Asian NH,45
Merced,Central California,65+,FEMALE,Asian NH,29
Merced,Central California,65+,FEMALE,Asian NH,16
Merced,Central California,65+,FEMALE,Asian NH,16
Merced,Central California,65+,FEMALE,Asian NH,21
Merced,Central California,65+,FEMALE,Asian NH,17
Merced,Central California,65+,FEMALE,Asian NH,20
Merced,Central California,65+,FEMALE,Asian NH,14
Merced,Central California,65+,FEMALE,Asian NH,19
Merced,Central California,65+,FEMALE,Asian NH,15
Merced,Central California,65+,FEMALE,Asian NH,11
Merced,Central California,65+,FEMALE,Asian NH,7
Merced,Central California,65+,FEMALE,Asian NH,1
Merced,Central California,65+,FEMALE,Asian NH,3
Merced,Central California,65+,FEMALE,Asian NH,4
Merced,Central California,65+,FEMALE,Asian NH,1
Merced,Central California,65+,FEMALE,Asian NH,2
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,1
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,65+,FEMALE,Asian NH,0
Merced,Central California,0-4,FEMALE,NHPI NH,3
Merced,Central California,0-4,FEMALE,NHPI NH,1
Merced,Central California,0-4,FEMALE,NHPI NH,2
Merced,Central California,0-4,FEMALE,NHPI NH,2
Merced,Central California,0-4,FEMALE,NHPI NH,4
Merced,Central California,5-11,FEMALE,NHPI NH,2
Merced,Central California,5-11,FEMALE,NHPI NH,4
Merced,Central California,5-11,FEMALE,NHPI NH,3
Merced,Central California,5-11,FEMALE,NHPI NH,2
Merced,Central California,5-11,FEMALE,NHPI NH,4
Merced,Central California,5-11,FEMALE,NHPI NH,6
Merced,Central California,5-11,FEMALE,NHPI NH,3
Merced,Central California,12-17,FEMALE,NHPI NH,0
Merced,Central California,12-17,FEMALE,NHPI NH,3
Merced,Central California,12-17,FEMALE,NHPI NH,6
Merced,Central California,12-17,FEMALE,NHPI NH,4
Merced,Central California,12-17,FEMALE,NHPI NH,3
Merced,Central California,12-17,FEMALE,NHPI NH,5
Merced,Central California,18-49,FEMALE,NHPI NH,6
Merced,Central California,18-49,FEMALE,NHPI NH,8
Merced,Central California,18-49,FEMALE,NHPI NH,4
Merced,Central California,18-49,FEMALE,NHPI NH,9
Merced,Central California,18-49,FEMALE,NHPI NH,8
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,0
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,1
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,0
Merced,Central California,18-49,FEMALE,NHPI NH,5
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,4
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,7
Merced,Central California,18-49,FEMALE,NHPI NH,1
Merced,Central California,18-49,FEMALE,NHPI NH,9
Merced,Central California,18-49,FEMALE,NHPI NH,6
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,3
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,18-49,FEMALE,NHPI NH,1
Merced,Central California,18-49,FEMALE,NHPI NH,4
Merced,Central California,18-49,FEMALE,NHPI NH,2
Merced,Central California,50-64,FEMALE,NHPI NH,1
Merced,Central California,50-64,FEMALE,NHPI NH,1
Merced,Central California,50-64,FEMALE,NHPI NH,2
Merced,Central California,50-64,FEMALE,NHPI NH,4
Merced,Central California,50-64,FEMALE,NHPI NH,3
Merced,Central California,50-64,FEMALE,NHPI NH,5
Merced,Central California,50-64,FEMALE,NHPI NH,3
Merced,Central California,50-64,FEMALE,NHPI NH,4
Merced,Central California,50-64,FEMALE,NHPI NH,4
Merced,Central California,50-64,FEMALE,NHPI NH,6
Merced,Central California,50-64,FEMALE,NHPI NH,4
Merced,Central California,50-64,FEMALE,NHPI NH,4
Merced,Central California,50-64,FEMALE,NHPI NH,0
Merced,Central California,50-64,FEMALE,NHPI NH,0
Merced,Central California,50-64,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,5
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,4
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,0
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,3
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,2
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,1
Merced,Central California,65+,FEMALE,NHPI NH,5
Merced,Central California,65+,FEMALE,NHPI NH,0
Merced,Central California,65+,FEMALE,NHPI NH,0
Merced,Central California,65+,FEMALE,NHPI NH,0
Merced,Central California,65+,FEMALE,NHPI NH,0
Merced,Central California,65+,FEMALE,NHPI NH,0
